scenario_id,zone,source_prior_public_mw,source_prior_benchmark_mw,online_generator_count,allocatable_headroom_mw,online_pmin_mw,online_pmax_mw,raw_generator_prior_mw,bounded_generator_prior_mw,unallocated_source_prior_mw,clipped_source_prior_mw,total_unrepresented_prior_mw,zone_sigma_mw,effective_coherent_zone_sigma_mw,generator_sigma_floor_count,allocation_status,source_method,source_coverage_qualified,observed_zonal_generation,named_source_subset_mw,named_bounded_generator_prior_mw,generic_source_residual_mw,solved_generation_mw,deviation_from_source_prior_mw,deviation_from_bounded_prior_mw,gross_load_benchmark_mw,scheduled_import_benchmark_mw,solved_generation_public_scale_mw,electrical_baseline_qualified
S1_2019_SUMMER_PEAK_PUBLIC,A,3188.40096577481,1143.55898579343,7,1292.8,0,1292.8,1143.55898579343,1143.55898579343,2.27373675443232e-13,0,2.27373675443232e-13,171.533847869015,171.533847869015,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1143.55898579343,1226.02824652707,82.4692607336349,82.4692607336351,848.917621255558,239.634068630842,3418.33669610132,1
S1_2019_SUMMER_PEAK_PUBLIC,B,682.564961082164,244.81026790919,1,288.8,0,288.8,244.81026790919,244.81026790919,-2.8421709430404e-14,0,-2.8421709430404e-14,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,244.81026790919,252.162451185784,7.35218327659331,7.35218327659328,660.333023149946,0,703.063867173465,1
S1_2019_SUMMER_PEAK_PUBLIC,C,4224.7314076981,1515.25156832427,6,2511.2,0,2511.2,1515.25156832427,1515.25156832427,-2.27373675443232e-13,0,-2.27373675443232e-13,227.28773524864,227.28773524864,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1515.25156832427,1664.03038186333,148.778813539058,148.778813539057,929.509023298789,156.064484910636,4639.54736268413,1
S1_2019_SUMMER_PEAK_PUBLIC,D,1301.71611418568,466.876398328843,2,984.9807077,0,984.9807077,466.876398328843,466.876398328843,5.6843418860808e-14,0,5.6843418860808e-14,70.0314597493265,70.0314597493265,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,466.876398328843,477.214307685729,10.3379093568857,10.3379093568857,216.309188127604,606.139160894796,1330.53963845253,1
S1_2019_SUMMER_PEAK_PUBLIC,E,505.378269432876,181.260094774265,2,600,0,600,181.260094774265,181.260094774265,0,0,0,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,181.260094774265,188.600016690515,7.33992191625052,7.33992191625052,468.018337900366,0,525.842989151944,1
S1_2019_SUMMER_PEAK_PUBLIC,F,3217.98076511988,1154.16814245287,5,2168.003995,0,2168.003995,1154.16814245287,1154.16814245287,0,0,0,173.125221367931,173.125221367931,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1154.16814245287,1243.94843271395,89.7802902610713,89.7802902610713,797.772387916151,-176.08038956643,3468.30065918055,1
S1_2019_SUMMER_PEAK_PUBLIC,G,1806.21402910283,647.820743193371,3,2200,0,2200,647.820743193371,647.820743193371,0,0,0,97.1731114790056,97.1731114790056,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,647.820743193371,677.433467951399,29.612724758028,29.612724758028,781.955383776825,-186.088341894327,1888.77841046896,1
S1_2019_SUMMER_PEAK_PUBLIC,H,2008.67317291484,720.435190261826,0,0,0,0,0,0,720.435190261826,0,720.435190261826,108.065278539274,Inf,0,no_online_generator_source_total_unallocated,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,720.435190261826,0,-720.435190261826,0,233.955369616376,0,0,1
S1_2019_SUMMER_PEAK_PUBLIC,I,0,0,1,565.099092,0,565.099092,0,0,0,0,0,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,0,7.9773550165613,7.9773550165613,7.9773550165613,470.815903258342,0,22.2419715599411,1
S1_2019_SUMMER_PEAK_PUBLIC,J,6633.28281081288,2379.10797451124,5,4197.07746,0,4197.07746,2379.10797451124,2379.10797451124,0,0,0,356.866196176685,356.866196176685,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,2379.10797451124,2786.28228847837,407.174313967134,407.174313967134,3591.89458852847,101.285510067554,7768.5412382483,1
S1_2019_SUMMER_PEAK_PUBLIC,K,3601.41917054261,1291.69301423854,3,2384.929342,0,2384.929342,1291.69301423854,1291.69301423854,-2.27373675443232e-13,0,-2.27373675443232e-13,193.753952135781,193.753952135781,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1291.69301423854,1411.83154570278,120.138531464246,120.138531464246,1902.73897187159,426.808048204028,3936.38204915757,1
S2_2019_WINTER_PEAK_PUBLIC,A,3474.15007651059,1246.04639775072,7,1292.8,0,1292.8,1246.04639775072,1246.04639775072,0,0,0,186.906959662608,186.906959662608,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1246.04639775072,1292.79998731363,46.7535895629123,46.7535895629123,755.808907546511,228.284620947906,3604.50556491804,1
